model,query,车辆候选列表,id,大类|小类,标注人,answer,app,正确答案,category,category正确答案,mode,mode正确答案,price,price正确答案,price_min,price_min正确答案,price_max,price_max正确答案,think_time,问题,备注,标注人,,,,,,
Qwen2.5-32B-Instruct,打个出租车去省医院，我必须8点，前到选择没那么堵的路,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|13.4-21.0|
|1|高德地图||特惠快车|13.5-18|
|2|高德地图|经济型|曹操出行|14|
|3|高德地图|经济型|有滴出行|19|
|4|高德地图|经济型|T3出行|19|
|5|高德地图|经济型|及时用车|19|
|6|高德地图|经济型|首汽约车|19|
|7|高德地图|经济型|叮叮出行|20|
|8|高德地图|经济型|365约车|20|
|9|高德地图|经济型|享道出行|20|
|10|高德地图|经济型|阳光出行|20|
|11|高德地图|经济型|鞍马出行|20|
|12|高德地图|经济型|环旅出行|20|
|13|高德地图|经济型|腾飞出行|20|
|14|高德地图|经济型|风韵出行|20|
|15|高德地图|经济型|旅程约车|20|
|16|高德地图|经济型|神州专车|20|
|17|高德地图|经济型|沛途出行|21|
|18|高德地图|经济型|迪尔出行|21|
|19|高德地图|经济型|聚优出租|22|
|20|高德地图|经济型|南京出租|22|
|21|高德地图|经济型|腾飞新出租|23|
|22|高德地图|经济型|鞍马聚的新出租|24|
|23|高德地图|特快车|undefined|25|
|24|高德地图|出租车|undefined|27-33|
|25|高德地图|优享型|曹操出行|17|
|26|高德地图|优享型|阳光出行|22|
|27|高德地图|优享型|享道出行|23|
|28|高德地图|优享型|T3出行|24|
|29|高德地图|优享型|首汽约车|24|
|30|高德地图|优享型|鞍马出行|29|
|31|高德地图|优享型|腾飞出行|31|
|32|高德地图|优享型|环旅出行|31|
|33|高德地图|优享型|沛途出行|31|
|34|高德地图|优享型|365约车|32|
|35|高德地图|优享型|风韵出行|33|
|36|高德地图|优享型|有滴出行|33|
|37|高德地图|优享型|及时用车|33|
|38|高德地图|优享型|神州专车|33|
|39|高德地图|优享型|叮叮出行|33|
|40|高德地图|优享型|旅程约车|35|
|41|高德地图|品质专车|undefined|31-50|
|42|高德地图|六座商务|undefined|61-71|","19,20,21,22,24","经济型|聚优出租,经济型|南京出租,经济型|腾飞新出租,经济型|鞍马聚的新出租,出租车|undefined",顾存虹,"[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,出租车,,无,聚优出租，腾飞新出租，南京出租，鞍马聚的新出租,FALSE,,0,,0,,1.069528818,直接命中车小类关键字但answer中没有或错误,,王笑,,,,,,
Qwen2.5-32B-Instruct,帮我叫个不超过30的t3车到情侣园,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|20.5-31.0|
|1|高德地图||特惠快车|20.7|
|2|高德地图|经济型|曹操出行|19|
|3|高德地图|经济型|T3出行|21|
|4|高德地图|经济型|阳光出行|27|
|5|高德地图|经济型|有滴出行|28|
|6|高德地图|经济型|首汽约车|28|
|7|高德地图|经济型|及时用车|29|
|8|高德地图|经济型|享道出行|29|
|9|高德地图|经济型|叮叮出行|29|
|10|高德地图|经济型|365约车|30|
|11|高德地图|经济型|妥妥E行|30|
|12|高德地图|经济型|鞍马出行|30|
|13|高德地图|经济型|腾飞出行|30|
|14|高德地图|经济型|环旅出行|30|
|15|高德地图|经济型|风韵出行|30|
|16|高德地图|经济型|旅程约车|31|
|17|高德地图|经济型|神州专车|31|
|18|高德地图|经济型|沛途出行|31|
|19|高德地图|经济型|迪尔出行|31|
|20|高德地图|经济型|聚优出租|34|
|21|高德地图|经济型|南京出租|34|
|22|高德地图|经济型|鞍马聚的新出租|36|
|23|高德地图|特快车|undefined|38|
|24|高德地图|出租车|undefined|41-48|
|25|高德地图|优享型|曹操出行|27|
|26|高德地图|优享型|阳光出行|30|
|27|高德地图|优享型|享道出行|35|
|28|高德地图|优享型|首汽约车|35|
|29|高德地图|优享型|T3出行|36|
|30|高德地图|优享型|鞍马出行|43|
|31|高德地图|优享型|腾飞出行|46|
|32|高德地图|优享型|环旅出行|46|
|33|高德地图|优享型|沛途出行|46|
|34|高德地图|优享型|365约车|49|
|35|高德地图|优享型|风韵出行|51|
|36|高德地图|优享型|有滴出行|51|
|37|高德地图|优享型|及时用车|51|
|38|高德地图|优享型|神州专车|51|
|39|高德地图|优享型|叮叮出行|51|
|40|高德地图|优享型|旅程约车|52|
|41|高德地图|品质专车|undefined|45-74|
|42|高德地图|六座商务|undefined|85-108|","3,29","经济型|T3出行,优享型|T3出行",顾存虹,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""t3车"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,,t3车,T3出行,TRUE,,0,,30,,1.115498543,直接命中车小类关键字但answer中没有或错误,,王笑,,,,,,
Qwen2.5-32B-Instruct,帮我打个拼车回家,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|7.7-12.0|
|1|高德地图||特惠快车|7.2-11.7|
|2|高德地图|经济型|曹操出行|10|
|3|高德地图|经济型|腾飞新出租|10|
|4|高德地图|经济型|及时用车|11|
|5|高德地图|经济型|享道出行|11|
|6|高德地图|经济型|妥妥E行|11|
|7|高德地图|经济型|风韵出行|11|
|8|高德地图|经济型|旅程约车|11|
|9|高德地图|经济型|神州专车|11|
|10|高德地图|经济型|365约车|11|
|11|高德地图|经济型|鞍马出行|12|
|12|高德地图|经济型|有序出行|12|
|13|高德地图|经济型|沛途出行|12|
|14|高德地图|经济型|环旅出行|12|
|15|高德地图|经济型|叮叮出行|12|
|16|高德地图|经济型|迪尔出行|12|
|17|高德地图|经济型|腾飞出行|12|
|18|高德地图|经济型|阳光出行|12|
|19|高德地图|经济型|有滴出行|12|
|20|高德地图|经济型|T3出行|12|
|21|高德地图|经济型|首汽约车|13|
|22|高德地图|经济型|聚优出租|13|
|23|高德地图|经济型|南京出租|13|
|24|高德地图|经济型|鞍马聚的新出租|14|
|25|高德地图|特快车|undefined|15|
|26|高德地图|出租车|undefined|15-18|
|27|高德地图|优享型|阳光出行|13|
|28|高德地图|优享型|享道出行|13|
|29|高德地图|优享型|曹操出行|14|
|30|高德地图|优享型|T3出行|15|
|31|高德地图|优享型|首汽约车|15|
|32|高德地图|优享型|风韵出行|18|
|33|高德地图|优享型|有滴出行|18|
|34|高德地图|优享型|鞍马出行|19|
|35|高德地图|优享型|旅程约车|19|
|36|高德地图|优享型|环旅出行|20|
|37|高德地图|优享型|腾飞出行|20|
|38|高德地图|优享型|及时用车|20|
|39|高德地图|优享型|神州专车|20|
|40|高德地图|优享型|叮叮出行|20|
|41|高德地图|优享型|沛途出行|20|
|42|高德地图|品质专车|undefined|22-27|
|43|高德地图|六座商务|undefined|33-41|",0,|极速拼车,顾存虹,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,拼车,无,无,极速拼车,FALSE,,0,,0,,1.072296858,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,王笑,,,,,,
Qwen2.5-32B-Instruct,打个拼车去夫子庙/下关火车主题公园/阅江楼/牛首山,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|18.0-28.0|
|1|高德地图||特惠快车|19.5-23|
|2|高德地图|经济型|曹操出行|19|
|3|高德地图|经济型|T3出行|23|
|4|高德地图|经济型|及时用车|24|
|5|高德地图|经济型|腾飞出行|24|
|6|高德地图|经济型|有序出行|25|
|7|高德地图|经济型|神州专车|25|
|8|高德地图|经济型|沛途出行|26|
|9|高德地图|经济型|鞍马出行|26|
|10|高德地图|经济型|腾飞新出租|26|
|11|高德地图|经济型|365约车|26|
|12|高德地图|经济型|环旅出行|26|
|13|高德地图|经济型|旅程约车|27|
|14|高德地图|经济型|风韵出行|27|
|15|高德地图|经济型|阳光出行|27|
|16|高德地图|经济型|妥妥E行|27|
|17|高德地图|经济型|迪尔出行|27|
|18|高德地图|经济型|有滴出行|28|
|19|高德地图|经济型|享道出行|28|
|20|高德地图|经济型|聚优出租|28|
|21|高德地图|经济型|叮叮出行|29|
|22|高德地图|经济型|首汽约车|29|
|23|高德地图|经济型|南京出租|30|
|24|高德地图|经济型|鞍马聚的新出租|32|
|25|高德地图|特快车|undefined|34|
|26|高德地图|出租车|undefined|33-39|
|27|高德地图|优享型|曹操出行|24|
|28|高德地图|优享型|阳光出行|30|
|29|高德地图|优享型|T3出行|31|
|30|高德地图|优享型|享道出行|32|
|31|高德地图|优享型|首汽约车|34|
|32|高德地图|优享型|鞍马出行|40|
|33|高德地图|优享型|风韵出行|40|
|34|高德地图|优享型|有滴出行|41|
|35|高德地图|优享型|旅程约车|42|
|36|高德地图|优享型|环旅出行|43|
|37|高德地图|优享型|腾飞出行|43|
|38|高德地图|优享型|及时用车|43|
|39|高德地图|优享型|神州专车|43|
|40|高德地图|优享型|叮叮出行|43|
|41|高德地图|优享型|沛途出行|43|
|42|高德地图|优享型|365约车|47|
|43|高德地图|品质专车|undefined|45-57|
|44|高德地图|六座商务|undefined|75-81|",0,|极速拼车,顾存虹,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,拼车,无,无,极速拼车,FALSE,,0,,0,,1.077028751,"直接命中车小类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,王笑,,,,,,
Qwen2.5-32B-Instruct,帮我打个车回家，费用不高于20,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|7.7-12.0|
|1|高德地图||特惠快车|8.4-11.3|
|2|高德地图|经济型|及时用车|11|
|3|高德地图|经济型|妥妥E行|11|
|4|高德地图|经济型|曹操出行|11|
|5|高德地图|经济型|享道出行|11|
|6|高德地图|经济型|风韵出行|11|
|7|高德地图|经济型|旅程约车|11|
|8|高德地图|经济型|365约车|11|
|9|高德地图|经济型|腾飞新出租|12|
|10|高德地图|经济型|鞍马出行|12|
|11|高德地图|经济型|有序出行|12|
|12|高德地图|经济型|沛途出行|12|
|13|高德地图|经济型|环旅出行|12|
|14|高德地图|经济型|叮叮出行|12|
|15|高德地图|经济型|迪尔出行|12|
|16|高德地图|经济型|腾飞出行|12|
|17|高德地图|经济型|阳光出行|12|
|18|高德地图|经济型|有滴出行|12|
|19|高德地图|经济型|神州专车|12|
|20|高德地图|经济型|T3出行|12|
|21|高德地图|经济型|聚优出租|13|
|22|高德地图|经济型|南京出租|13|
|23|高德地图|经济型|鞍马聚的新出租|14|
|24|高德地图|经济型|首汽约车|14|
|25|高德地图|特快车|undefined|15|
|26|高德地图|出租车|undefined|15-18|
|27|高德地图|优享型|阳光出行|13|
|28|高德地图|优享型|享道出行|14|
|29|高德地图|优享型|曹操出行|14|
|30|高德地图|优享型|T3出行|15|
|31|高德地图|优享型|首汽约车|16|
|32|高德地图|优享型|风韵出行|18|
|33|高德地图|优享型|有滴出行|18|
|34|高德地图|优享型|鞍马出行|19|
|35|高德地图|优享型|旅程约车|19|
|36|高德地图|优享型|环旅出行|20|
|37|高德地图|优享型|腾飞出行|20|
|38|高德地图|优享型|及时用车|20|
|39|高德地图|优享型|神州专车|20|
|40|高德地图|优享型|叮叮出行|20|
|41|高德地图|优享型|沛途出行|20|
|42|高德地图|品质专车|undefined|22-27|
|43|高德地图|六座商务|undefined|33-42|",无,无|无,顾存虹,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",无,,无,,无,,TRUE,,0,,20,,1.073158741,,,王笑,,,,,,
Qwen2.5-32B-Instruct,给我打个200块钱以下的车去句容/翠林水城,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|经济型|T3出行|90|
|1|高德地图|经济型|曹操出行|102|
|2|高德地图|经济型|腾飞出行|118|
|3|高德地图|经济型|及时用车|121|
|4|高德地图|经济型|神州专车|122|
|5|高德地图|经济型|旅程约车|124|
|6|高德地图|经济型|迪尔出行|128|
|7|高德地图|经济型|腾飞新出租|131|
|8|高德地图|经济型|聚优出租|131|
|9|高德地图|经济型|叮叮出行|132|
|10|高德地图|经济型|南京出租|138|
|11|高德地图|经济型|享道出行|139|
|12|高德地图|经济型|鞍马聚的新出租|149|
|13|高德地图|经济型|环旅出行|149|
|14|高德地图|经济型|鞍马出行|153|
|15|高德地图|经济型|风韵出行|153|
|16|高德地图|经济型|阳光出行|162|
|17|高德地图|特快车|undefined|162|
|18|高德地图|出租车|undefined||
|19|高德地图|优享型|曹操出行|126|
|20|高德地图|优享型|T3出行|135|
|21|高德地图|优享型|享道出行|152|
|22|高德地图|优享型|阳光出行|175|
|23|高德地图|优享型|旅程约车|182|
|24|高德地图|优享型|腾飞出行|182|
|25|高德地图|优享型|神州专车|184|
|26|高德地图|优享型|叮叮出行|184|
|27|高德地图|优享型|鞍马出行|198|
|28|高德地图|优享型|风韵出行|207|
|29|高德地图|优享型|环旅出行|212|
|30|高德地图|优享型|首汽约车|219|
|31|高德地图|品质专车|undefined|189-283|
|32|高德地图|六座商务|undefined|318-405|",无,无|无,顾存虹,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 200, ""fast"": False}]",无,,无,,无,,TRUE,,0,,200,,1.096105099,,,王笑,,,,,,
Qwen2.5-32B-Instruct,我想打车去科技馆，价格不超过30元,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||品质专车|38|
|1|高德地图||极速拼车|17.3-27.0|
|2|高德地图||特惠快车|16.3-22.3|
|3|高德地图|经济型|曹操出行|19|
|4|高德地图|经济型|T3出行|21|
|5|高德地图|经济型|叮叮出行|24|
|6|高德地图|经济型|享道出行|25|
|7|高德地图|经济型|鞍马出行|25|
|8|高德地图|经济型|阳光出行|25|
|9|高德地图|经济型|环旅出行|26|
|10|高德地图|经济型|腾飞出行|26|
|11|高德地图|经济型|风韵出行|26|
|12|高德地图|经济型|有滴出行|26|
|13|高德地图|经济型|妥妥E行|26|
|14|高德地图|经济型|旅程约车|26|
|15|高德地图|经济型|神州专车|26|
|16|高德地图|经济型|沛途出行|26|
|17|高德地图|经济型|迪尔出行|26|
|18|高德地图|经济型|及时用车|27|
|19|高德地图|经济型|聚优出租|28|
|20|高德地图|经济型|腾飞新出租|28|
|21|高德地图|经济型|南京出租|29|
|22|高德地图|经济型|首汽约车|29|
|23|高德地图|经济型|鞍马聚的新出租|33|
|24|高德地图|特快车|undefined|32|
|25|高德地图|出租车|undefined|34-40|
|26|高德地图|优享型|曹操出行|24|
|27|高德地图|优享型|阳光出行|28|
|28|高德地图|优享型|享道出行|29|
|29|高德地图|优享型|T3出行|33|
|30|高德地图|优享型|首汽约车|36|
|31|高德地图|优享型|鞍马出行|36|
|32|高德地图|优享型|腾飞出行|39|
|33|高德地图|优享型|环旅出行|39|
|34|高德地图|优享型|沛途出行|39|
|35|高德地图|优享型|有滴出行|42|
|36|高德地图|优享型|风韵出行|42|
|37|高德地图|优享型|及时用车|42|
|38|高德地图|优享型|神州专车|42|
|39|高德地图|优享型|叮叮出行|43|
|40|高德地图|优享型|旅程约车|44|
|41|高德地图|品质专车|undefined|40-59|
|42|高德地图|六座商务|undefined|74-92|",无,无|无,顾存虹,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,,无,,TRUE,,0,,30,,1.053725481,,,王笑,,,,,,
Qwen2.5-32B-Instruct,给我打个出租车去南京站，打车费用不超过50,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|23.0-35.0|
|1|高德地图||特惠快车|22.1-27.9|
|2|高德地图|经济型|T3出行|24|
|3|高德地图|经济型|曹操出行|26|
|4|高德地图|经济型|享道出行|32|
|5|高德地图|经济型|有序出行|32|
|6|高德地图|经济型|叮叮出行|33|
|7|高德地图|经济型|鞍马出行|33|
|8|高德地图|经济型|妥妥E行|33|
|9|高德地图|经济型|腾飞出行|34|
|10|高德地图|经济型|环旅出行|34|
|11|高德地图|经济型|365约车|34|
|12|高德地图|经济型|有滴出行|34|
|13|高德地图|经济型|阳光出行|34|
|14|高德地图|经济型|风韵出行|34|
|15|高德地图|经济型|旅程约车|34|
|16|高德地图|经济型|神州专车|34|
|17|高德地图|经济型|迪尔出行|35|
|18|高德地图|经济型|及时用车|35|
|19|高德地图|经济型|腾飞新出租|37|
|20|高德地图|经济型|聚优出租|38|
|21|高德地图|经济型|南京出租|38|
|22|高德地图|经济型|首汽约车|39|
|23|高德地图|经济型|鞍马聚的新出租|40|
|24|高德地图|特快车|undefined|42|
|25|高德地图|出租车|undefined|43-52|
|26|高德地图|优享型|曹操出行|29|
|27|高德地图|优享型|阳光出行|37|
|28|高德地图|优享型|享道出行|38|
|29|高德地图|优享型|T3出行|40|
|30|高德地图|优享型|首汽约车|48|
|31|高德地图|优享型|鞍马出行|48|
|32|高德地图|优享型|腾飞出行|51|
|33|高德地图|优享型|环旅出行|52|
|34|高德地图|优享型|365约车|57|
|35|高德地图|优享型|及时用车|57|
|36|高德地图|优享型|神州专车|57|
|37|高德地图|优享型|叮叮出行|57|
|38|高德地图|优享型|旅程约车|58|
|39|高德地图|品质专车|undefined|49-79|
|40|高德地图|六座商务|undefined|94-123|","19,20,21,23,25","经济型|腾飞新出租,经济型|聚优出租,经济型|南京出租,经济型|鞍马聚的新出租,出租车|undefined",顾存虹,"[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 50, ""fast"": False}]",无,,出租车,,无,聚优出租，腾飞新出租，南京出租，鞍马聚的新出租,TRUE,,0,,50,,1.076730013,直接命中车小类关键字但answer中没有或错误,,王笑,,,,,,
Qwen2.5-32B-Instruct,打车去民乐，选60元以上的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||极速拼车|11.8-19.0|
|1|高德地图||特惠快车|9.5-12.5|
|2|高德地图|经济型|曹操出行|9|
|3|高德地图|经济型|神州专车|10|
|4|高德地图|经济型|中交出行|11|
|5|高德地图|经济型|5U出行|11|
|6|高德地图|经济型|妥妥E行|11|
|7|高德地图|经济型|全民GO|11|
|8|高德地图|经济型|T3出行|11|
|9|高德地图|经济型|及时用车|12|
|10|高德地图|经济型|首汽约车|12|
|11|高德地图|经济型|如祺出行|12|
|12|高德地图|经济型|东潮出行|12|
|13|高德地图|经济型|享道出行|13|
|14|高德地图|经济型|飞嘀打车|14|
|15|高德地图|经济型|阳光出行|15|
|16|高德地图|经济型|斑马快跑|15|
|17|高德地图|经济型|中军出行|16|
|18|高德地图|经济型|聚的新出租|18|
|19|高德地图|经济型|深圳出租|18|
|20|高德地图|特快车|undefined|19|
|21|高德地图|出租车|undefined||
|22|高德地图|惠享专车|undefined|12-14|
|23|高德地图|优享型|中交出行|12|
|24|高德地图|优享型|东潮出行|13|
|25|高德地图|优享型|神州专车|13|
|26|高德地图|优享型|全民GO|14|
|27|高德地图|优享型|妥妥E行|14|
|28|高德地图|优享型|T3出行|14|
|29|高德地图|优享型|及时用车|14|
|30|高德地图|优享型|首汽约车|15|
|31|高德地图|优享型|飞嘀打车|15|
|32|高德地图|优享型|曹操出行|16|
|33|高德地图|优享型|阳光出行|17|
|34|高德地图|轻享专车|undefined|16-27|
|35|高德地图|六座商务|undefined|28-44|
|36|高德地图|豪华型|undefined|35-45|",无,无|无,顾存虹,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 60, ""price_max"": 100000, ""fast"": False}]",无,,无,,无,,TRUE,,60,,100000,,1.142045498,,,王笑,,,,,,
Qwen2.5-32B-Instruct,打车去大梅沙滨海公园，选79元以内的车型,"

|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图||远途极速拼|38.4-93.0|
|1|高德地图||特惠快车|49.9-65.4|
|2|高德地图|经济型|曹操出行|51|
|3|高德地图|经济型|5U出行|53|
|4|高德地图|经济型|中军出行|54|
|5|高德地图|经济型|斑马快跑|56|
|6|高德地图|经济型|东潮出行|56|
|7|高德地图|经济型|神州专车|56|
|8|高德地图|经济型|飞嘀打车|57|
|9|高德地图|经济型|中交出行|57|
|10|高德地图|经济型|T3出行|58|
|11|高德地图|经济型|全民GO|59|
|12|高德地图|经济型|妥妥E行|59|
|13|高德地图|经济型|如祺出行|59|
|14|高德地图|经济型|及时用车|59|
|15|高德地图|经济型|享道出行|62|
|16|高德地图|经济型|阳光出行|73|
|17|高德地图|经济型|聚的新出租|111|
|18|高德地图|经济型|深圳出租|111|
|19|高德地图|特快车|undefined|91|
|20|高德地图|出租车|undefined||
|21|高德地图|优享型|中交出行|66|
|22|高德地图|优享型|东潮出行|66|
|23|高德地图|优享型|神州专车|67|
|24|高德地图|优享型|曹操出行|69|
|25|高德地图|优享型|飞嘀打车|70|
|26|高德地图|优享型|全民GO|74|
|27|高德地图|优享型|斑马快跑|75|
|28|高德地图|优享型|及时用车|77|
|29|高德地图|优享型|享道出行|77|
|30|高德地图|优享型|T3出行|80|
|31|高德地图|优享型|阳光出行|87|
|32|高德地图|轻享专车|undefined|86-107|
|33|高德地图|六座商务|undefined|166-195|
|34|高德地图|豪华型|undefined|185-193|",无,无|无,顾存虹,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 79, ""fast"": False}]",无,,无,,无,,TRUE,,0,,79,,1.142916441,,,王笑,,,,,,
