车列表名称,车列表参数,组合场景,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,从北京中关村到环球影城，25-30元之间，叫特惠快车,滴滴车列表,sessionId20250606lhx2011,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n从北京中关村到环球影城，25-30元之间，叫特惠快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""从北京中关村到环球影城，25-30元之间，叫特惠快车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 30, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 25, ""price_max"": 30, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,上海迪士尼到虹桥站，费用≈40元，预约花小猪外接版车型的车,滴滴车列表,sessionId20250606lhx2012,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n上海迪士尼到虹桥站，费用≈40元，预约花小猪外接版车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海迪士尼到虹桥站，费用≈40元，预约花小猪外接版车型的车\""}""}]","```json
[{""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""外接版车型"", ""price"": true, ""price_min"": 40, ""price_max"": 40, ""fast"": false}]
```","```json
[{""app"": ""花小猪"", ""category"": ""无"", ""mode"": ""外接版车型"", ""price"": true, ""price_min"": 40, ""price_max"": 40, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,广州长隆到南站，预算18-22元，选曹操出行车型的车,滴滴车列表,sessionId20250606lhx2013,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n广州长隆到南站，预算18-22元，选曹操出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州长隆到南站，预算18-22元，选曹操出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 18, ""price_max"": 22, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 18, ""price_max"": 22, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,深圳腾讯大厦到宝安机场，不超过35元，用特快出租车,滴滴车列表,sessionId20250606lhx2014,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n深圳腾讯大厦到宝安机场，不超过35元，用特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳腾讯大厦到宝安机场，不超过35元，用特快出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```",['10'],['10'],1,1,1,1,1,1,1,1,
,,成都熊猫基地到锦里，15元左右，下单滴滴特快,滴滴车列表,sessionId20250606lhx2015,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n成都熊猫基地到锦里，15元左右，下单滴滴特快\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都熊猫基地到锦里，15元左右，下单滴滴特快\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""特快"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""特快"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```",[],"['11','13']",1,1,1,1,1,1,0,0,
,,杭州阿里巴巴到千岛湖，50元内，叫出租车,滴滴车列表,sessionId20250606lhx2016,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n杭州阿里巴巴到千岛湖，50元内，叫出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州阿里巴巴到千岛湖，50元内，叫出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 50, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 50, ""fast"": false}]
```","['10', '12']","['10','12']",1,1,1,1,1,1,1,1,
,,南京中山陵到雨花台，12-15元区间，用滴滴快车,滴滴车列表,sessionId20250606lhx2017,"{'appName': '滴滴', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南京中山陵到雨花台，12-15元区间，用滴滴快车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京中山陵到雨花台，12-15元区间，用滴滴快车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴快车"", ""price"": true, ""price_min"": 12, ""price_max"": 15, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴快车"", ""price"": true, ""price_min"": 12, ""price_max"": 15, ""fast"": false}]
```","['2', '3']","['2','3']",1,1,1,1,1,1,1,1,
,,重庆磁器口到朝天门，费用≤25元，选滴滴专车,滴滴车列表,sessionId20250606lhx2018,"{'appName': '滴滴', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n重庆磁器口到朝天门，费用≤25元，选滴滴专车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆磁器口到朝天门，费用≤25元，选滴滴专车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴专车"", ""price"": true, ""price_min"": 0, ""price_max"": 25, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴专车"", ""price"": true, ""price_min"": 0, ""price_max"": 25, ""fast"": false}]
```",['28'],['28'],1,1,1,1,1,1,1,1,
,,西安兵马俑到回民街，预算≈50元，预约滴滴豪华车,滴滴车列表,sessionId20250606lhx2019,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n西安兵马俑到回民街，预算≈50元，预约滴滴豪华车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安兵马俑到回民街，预算≈50元，预约滴滴豪华车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""豪华车"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,武汉黄鹤楼到东湖，30元封顶，下单六座专车,滴滴车列表,sessionId20250606lhx2020,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n武汉黄鹤楼到东湖，30元封顶，下单六座专车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉黄鹤楼到东湖，30元封顶，下单六座专车\""}""}]","```json
[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 30, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,北京八达岭长城到南锣鼓巷，跨城价≤80元，选城际拼车,滴滴车列表,sessionId20250606lhx2021,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n北京八达岭长城到南锣鼓巷，跨城价≤80元，选城际拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京八达岭长城到南锣鼓巷，跨城价≤80元，选城际拼车\""}""}]","```json
[{""app"": ""无"", ""category"": ""城际拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 80, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""城际拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 80, ""fast"": false}]
```","['1', '4', '5', '24']","['1', '4', '5', '24']",1,1,1,1,1,1,1,1,
,,上海崇明岛到陆家嘴，夜间加价≤100元，用滴滴包车,滴滴车列表,sessionId20250606lhx2022,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n上海崇明岛到陆家嘴，夜间加价≤100元，用滴滴包车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海崇明岛到陆家嘴，夜间加价≤100元，用滴滴包车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""包车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 100, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""包车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 100, ""fast"": false}]
```",['19'],['19'],1,1,1,1,1,1,1,1,
,,广州白云机场到珠海横琴，拼车价≈60元，指定特价拼车,滴滴车列表,sessionId20250606lhx2023,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n广州白云机场到珠海横琴，拼车价≈60元，指定特价拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州白云机场到珠海横琴，拼车价≈60元，指定特价拼车\""}""}]","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""特价拼车"", ""price"": true, ""price_min"": 60, ""price_max"": 60, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""特价拼车"", ""price"": true, ""price_min"": 60, ""price_max"": 60, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,深圳盐田港到香港关口，通关费≤120元，叫特快出租车,滴滴车列表,sessionId20250606lhx2024,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n深圳盐田港到香港关口，通关费≤120元，叫特快出租车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳盐田港到香港关口，通关费≤120元，叫特快出租车\""}""}]","```json
[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 120, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 120, ""fast"": false}]
```",['10'],['10'],1,1,1,1,1,1,1,1,
,,成都青城山到都江堰，包车价≈90元，选六座专车,滴滴车列表,sessionId20250606lhx2025,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n成都青城山到都江堰，包车价≈90元，选六座专车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都青城山到都江堰，包车价≈90元，选六座专车\""}""}]","```json
[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 90, ""price_max"": 90, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""六座专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 90, ""price_max"": 90, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,杭州宋城到乌镇，跨城预估价±10元，用“滴滴快车”车型的车,滴滴车列表,sessionId20250606lhx2026,"{'appName': '滴滴', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n杭州宋城到乌镇，跨城预估价±10元，用“滴滴快车”车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州宋城到乌镇，跨城预估价±10元，用“滴滴快车”车型的车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴快车"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""滴滴快车"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,南京牛首山到扬州，费用对标专车价55元，下单曹操出行车型的车,滴滴车列表,sessionId20250606lhx2027,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n南京牛首山到扬州，费用对标专车价55元，下单曹操出行车型的车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京牛首山到扬州，费用对标专车价55元，下单曹操出行车型的车\""}""}]","```json
[{""app"": ""曹操出行"", ""category"": ""无"", ""mode"": ""专车"", ""price"": true, ""price_min"": 55, ""price_max"": 55, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""曹操出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 55, ""price_max"": 55, ""fast"": false}]
```",['16'],[],1,1,0,0,1,1,0,0,
,,重庆武隆到黔江，多日行程价≤300元，预约滴滴包车,滴滴车列表,sessionId20250606lhx2028,"{'appName': '滴滴', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n重庆武隆到黔江，多日行程价≤300元，预约滴滴包车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆武隆到黔江，多日行程价≤300元，预约滴滴包车\""}""}]","```json
[{""app"": ""滴滴"", ""category"": ""包车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 300, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""包车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 300, ""fast"": false}]
```",['19'],['19'],1,1,1,1,1,1,1,1,
,,西安华山到兵马俑，节假日价≈150元，选舒适型车,滴滴车列表,sessionId20250606lhx2029,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n西安华山到兵马俑，节假日价≈150元，选舒适型车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安华山到兵马俑，节假日价≈150元，选舒适型车\""}""}]","```json
[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": true, ""price_min"": 150, ""price_max"": 150, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": true, ""price_min"": 150, ""price_max"": 150, ""fast"": false}]
```",[],[],1,1,1,1,1,1,1,1,
,,武汉木兰草原到汉口站，拼满4人价≤20元/人，用极速拼车,滴滴车列表,sessionId20250606lhx2030,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': True}","[{""content"":""# 用户需求：\n武汉木兰草原到汉口站，拼满4人价≤20元/人，用极速拼车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉木兰草原到汉口站，拼满4人价≤20元/人，用极速拼车\""}""}]","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""极速拼车"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""极速拼车"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```","['1', '4', '5']","['1', '4', '5']",1,1,1,1,1,1,1,1,
