model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
Qwen2.5-32B-Instruct,找个舒适型车去紫荆山站。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|33-35|
|1|高德地图|     |特惠快车|35-35|
|2|高德地图|经济型|腾飞出行|37|
|3|高德地图|经济型|全民GO|37|
|4|高德地图|经济型|日初出行|37|
|5|高德地图|经济型|及时用车|38|
|6|高德地图|经济型|K9用车|38|
|7|高德地图|经济型|AA出行|38|
|8|高德地图|经济型|曹操出行|38|
|9|高德地图|经济型|飞嘀打车|39|
|10|高德地图|经济型|5U出行|39|
|11|高德地图|经济型|首汽约车|39|
|12|高德地图|经济型|斑马快跑|40|
|13|高德地图|经济型|T3出行|40|
|14|高德地图|经济型|有序出行|40|
|15|高德地图|经济型|橄榄新出租|41|
|16|高德地图|经济型|365约车|41|
|17|高德地图|经济型|国泰出租|41|
|18|高德地图|经济型|聚的新出租|41|
|19|高德地图|特快车|超值体验 更快上车|43|
|20|高德地图|出租车|车多应答快|46|
|21|高德地图|优享型|全民GO|52|
|22|高德地图|优享型|妥妥E行|53|
|23|高德地图|优享型|及时用车|53|
|24|高德地图|优享型|火箭出行|54|
|25|高德地图|优享型|风韵出行|54|
|26|高德地图|优享型|首汽约车|54|
|27|高德地图|优享型|神州专车|55|
|28|高德地图|优享型|T3出行|55|
|29|高德地图|优享型|环旅出行|55|
|30|高德地图|优享型|中交出行|55|
|31|高德地图|优享型|享道出行|55|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|56|
|33|高德地图|品质专车|静音不打扰 整洁无异味|63|
|34|高德地图|六座商务|宽敞空间 商务体验|71|
|35|高德地图|豪华型|车型高端 服务专业|77|
|36|高德地图|经济|首汽约车|84|
|37|高德地图|拼车|出租车拼车|96|
|38|高德地图|特价出发|惊喜特价|102|
|39|高德地图|快速出发|无|113|
|40|高德地图|惠享专车|曹操出行|126|
|41|高德地图|推荐|极速拼车|137|
|42|高德地图|豪华型|undefined|92-97|",无,无|无,"[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]",无,,无,舒适型车,无,无,无,,无,False,,False,0,,0,0,,0,1.022037983,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'T3出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '曹操出行'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': 'AA出行'}, {'经济型': 'K9用车'}, {'经济型': 'T3出行'}, {'经济型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '斑马快跑'}, {'经济型': '日初出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,找个舒适型车去紫荆山站。
Qwen2.5-32B-Instruct,找个可以舒适出发车去二七纪念堂。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|9-10|
|1|高德地图|     |特惠快车|10-13|
|2|高德地图|经济型|旅程出租|11|
|3|高德地图|经济型|添猫出行|12|
|4|高德地图|经济型|腾飞出行|12|
|5|高德地图|经济型|橄榄新出租|12|
|6|高德地图|经济型|如祺出行|13|
|7|高德地图|经济型|曹操出行|13|
|8|高德地图|经济型|飞嘀打车|14|
|9|高德地图|经济型|北京新出租|14|
|10|高德地图|经济型|中军出行|14|
|11|高德地图|经济型|首汽约车|14|
|12|高德地图|经济型|奇华出行|14|
|13|高德地图|经济型|神州专车|15|
|14|高德地图|经济型|星徽出行|15|
|15|高德地图|经济型|365约车|15|
|16|高德地图|特快车|超值体验 更快上车|12|
|17|高德地图|出租车|车多应答快|15|
|18|高德地图|优享型|腾飞出行|15|
|19|高德地图|优享型|旗妙出行|15|
|20|高德地图|优享型|全民GO|16|
|21|高德地图|优享型|风韵出行|16|
|22|高德地图|优享型|及时用车|17|
|23|高德地图|优享型|优e出行特选|17|
|24|高德地图|优享型|飞嘀打车|17|
|25|高德地图|优享型|东潮出行|17|
|26|高德地图|优享型|中交出行|18|
|27|高德地图|优享型|享道出行|19|
|28|高德地图|轻享专车|静音不打扰 整洁无异味|20|
|29|高德地图|品质专车|静音不打扰 整洁无异味|21|
|30|高德地图|六座商务|宽敞空间 商务体验|23|
|31|高德地图|豪华型|车型高端 服务专业|27|
|32|高德地图|经济|首汽约车|29|
|33|高德地图|拼车|特惠快车|29|
|34|高德地图|特价出发|更多特价|33|
|35|高德地图|快速出发|无|37|
|36|高德地图|惠享专车|添猫出行|40|
|37|高德地图|惠享专车|曹操出行|41|
|38|高德地图|推荐|特惠快车|43|
|39|高德地图|推荐|推荐专车|43|
|40|高德地图|豪华型|undefined|42-45|",无,无|无,"[{""app"": ""无"", ""category"": ""舒适"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]",无,,无,舒适,无,无,无,,无,False,,False,0,,0,0,,0,0.996630669,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '优e出行特选'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '旗妙出行'}, {'优享型': '腾飞出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '曹操出行'}, {'惠享专车': '添猫出行'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'推荐': '特惠快车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '中军出行'}, {'经济型': '北京新出租'}, {'经济型': '奇华出行'}, {'经济型': '如祺出行'}, {'经济型': '旅程出租'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '橄榄新出租'}, {'经济型': '添猫出行'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,找个可以舒适出发车去二七纪念堂。
Qwen2.5-32B-Instruct,叫个专车去机场，价格别超95块。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|17-20|
|1|高德地图|     |特惠快车|19-21|
|2|高德地图|经济型|日初出行|21|
|3|高德地图|经济型|5U出行|21|
|4|高德地图|经济型|AA出行|21|
|5|高德地图|经济型|曹操出行|21|
|6|高德地图|经济型|T3出行|22|
|7|高德地图|经济型|渔阳出行|22|
|8|高德地图|经济型|添猫出行|22|
|9|高德地图|经济型|旗妙出行|22|
|10|高德地图|经济型|900出行|22|
|11|高德地图|经济型|星徽出行|23|
|12|高德地图|经济型|中交出行|23|
|13|高德地图|经济型|腾飞出行|23|
|14|高德地图|经济型|飞嘀打车|23|
|15|高德地图|经济型|东潮出行|23|
|16|高德地图|经济型|国泰出租|24|
|17|高德地图|经济型|聚的新出租|24|
|18|高德地图|经济型|旅程出租|24|
|19|高德地图|经济型|北京新出租|24|
|20|高德地图|经济型|有序出行|24|
|21|高德地图|经济型|神州专车|24|
|22|高德地图|经济型|中军出行|25|
|23|高德地图|特快车|超值体验 更快上车|26|
|24|高德地图|出租车|车多应答快|27|
|25|高德地图|优享型|腾飞出行|29|
|26|高德地图|优享型|旗妙出行|29|
|27|高德地图|优享型|火箭出行|29|
|28|高德地图|优享型|及时用车|29|
|29|高德地图|优享型|风韵出行|31|
|30|高德地图|优享型|妥妥E行|31|
|31|高德地图|优享型|优e出行特选|31|
|32|高德地图|优享型|飞嘀打车|32|
|33|高德地图|优享型|环旅出行|32|
|34|高德地图|优享型|东潮出行|32|
|35|高德地图|优享型|神州专车|33|
|36|高德地图|优享型|星徽出行|33|
|37|高德地图|优享型|享道出行|33|
|38|高德地图|轻享专车|静音不打扰 整洁无异味|37|
|39|高德地图|品质专车|静音不打扰 整洁无异味|39|
|40|高德地图|六座商务|宽敞空间 商务体验|44|
|41|高德地图|豪华型|车型高端 服务专业|45|
|42|高德地图|经济|首汽约车|49|
|43|高德地图|拼车|特惠快车|55|
|44|高德地图|拼车|出租车拼车|57|
|45|高德地图|特价出发|更多特价|61|
|46|高德地图|快速出发|无|67|
|47|高德地图|惠享专车|神州专车|74|
|48|高德地图|推荐|极速拼车|80|
|49|高德地图|推荐|推荐专车|82|
|50|高德地图|豪华型|undefined|63-67|","21,35,38,39,47,49","经济型|神州专车,优享型|神州专车,轻享专车|静音不打扰 整洁无异味,品质专车|静音不打扰 整洁无异味,惠享专车|神州专车,推荐|推荐专车","[{""app"": ""无"", ""category"": ""专车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 95, ""fast"": False}]",无,,无,专车,无,无,无,"神州专车,神州专车,静音不打扰 整洁无异味,静音不打扰 整洁无异味,神州专车,推荐专车","神州专车,神州专车,静音不打扰 整洁无异味,静音不打扰 整洁无异味,神州专车,推荐专车",True,,True,0,,0,95,,95,1.158521414,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '享道出行'}, {'优享型': '优e出行特选'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '腾飞出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '神州专车'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'推荐': '极速拼车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '5U出行'}, {'经济型': '900出行'}, {'经济型': 'AA出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '中军出行'}, {'经济型': '北京新出租'}, {'经济型': '国泰出租'}, {'经济型': '旅程出租'}, {'经济型': '旗妙出行'}, {'经济型': '日初出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '添猫出行'}, {'经济型': '渔阳出行'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,"神州专车,神州专车,静音不打扰 整洁无异味,静音不打扰 整洁无异味,神州专车,推荐专车",,叫个专车去机场，价格别超95块。
Qwen2.5-32B-Instruct,叫辆舒适出发的车去上海虹桥站接贵宾，费用无限制，需要尽快安排。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|49-50|
|1|高德地图|     |特惠快车|53-56|
|2|高德地图|经济型|旗妙出行|57|
|3|高德地图|经济型|全民GO|57|
|4|高德地图|经济型|及时用车|57|
|5|高德地图|经济型|AA出行|57|
|6|高德地图|经济型|北京新出租|57|
|7|高德地图|经济型|飞嘀打车|58|
|8|高德地图|经济型|深圳出租|58|
|9|高德地图|经济型|有序出行|59|
|10|高德地图|经济型|斑马快跑|59|
|11|高德地图|经济型|奇华出行|59|
|12|高德地图|经济型|阳光出行|59|
|13|高德地图|经济型|东潮出行|59|
|14|高德地图|经济型|渔阳出行|59|
|15|高德地图|经济型|神州专车|60|
|16|高德地图|经济型|星徽出行|60|
|17|高德地图|经济型|北京的士|60|
|18|高德地图|经济型|中交出行|61|
|19|高德地图|特快车|超值体验 更快上车|63|
|20|高德地图|出租车|车多应答快|74|
|21|高德地图|优享型|添猫出行|78|
|22|高德地图|优享型|火箭出行|78|
|23|高德地图|优享型|风韵出行|78|
|24|高德地图|优享型|AA出行|79|
|25|高德地图|优享型|斑马快跑|79|
|26|高德地图|优享型|环旅出行|81|
|27|高德地图|优享型|星徽出行|81|
|28|高德地图|轻享专车|静音不打扰 整洁无异味|89|
|29|高德地图|品质专车|静音不打扰 整洁无异味|98|
|30|高德地图|六座商务|宽敞空间 商务体验|104|
|31|高德地图|豪华型|车型高端 服务专业|116|
|32|高德地图|经济|首汽约车|126|
|33|高德地图|拼车|特惠快车|139|
|34|高德地图|特价出发|更多特价|156|
|35|高德地图|快速出发|无|171|
|36|高德地图|惠享专车|精选车型 优质司机|187|
|37|高德地图|惠享专车|T3出行|188|
|38|高德地图|推荐|推荐专车|204|
|39|高德地图|豪华型|undefined|131-133|",无,无|无,"[{""app"": ""无"", ""category"": ""舒适出发"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": True}]",无,,无,舒适出发,无,无,无,,无,True,,True,0,,0,100000,,100000,1.174251318,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '斑马快跑'}, {'优享型': '星徽出行'}, {'优享型': '添猫出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '风韵出行'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': 'T3出行'}, {'惠享专车': '精选车型 优质司机'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': 'AA出行'}, {'经济型': '东潮出行'}, {'经济型': '中交出行'}, {'经济型': '全民GO'}, {'经济型': '北京新出租'}, {'经济型': '北京的士'}, {'经济型': '及时用车'}, {'经济型': '奇华出行'}, {'经济型': '斑马快跑'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '有序出行'}, {'经济型': '深圳出租'}, {'经济型': '渔阳出行'}, {'经济型': '神州专车'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,叫辆舒适出发的车去上海虹桥站接贵宾，费用无限制，需要尽快安排。
Qwen2.5-32B-Instruct,叫辆舒适型车去青山湖，控制在90到99元之间。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|48-51|
|1|高德地图|     |特惠快车|52-55|
|2|高德地图|经济型|旅程出租|57|
|3|高德地图|经济型|添猫出行|57|
|4|高德地图|经济型|J刻出行|58|
|5|高德地图|经济型|日初出行|58|
|6|高德地图|经济型|享道出行|59|
|7|高德地图|经济型|K9用车|59|
|8|高德地图|经济型|5U出行|59|
|9|高德地图|经济型|飞嘀打车|59|
|10|高德地图|经济型|365约车|59|
|11|高德地图|经济型|斑马快跑|60|
|12|高德地图|经济型|奇华出行|60|
|13|高德地图|经济型|东潮出行|60|
|14|高德地图|经济型|有序出行|60|
|15|高德地图|经济型|橄榄新出租|61|
|16|高德地图|经济型|中军出行|61|
|17|高德地图|经济型|易至出行|61|
|18|高德地图|特快车|超值体验 更快上车|63|
|19|高德地图|出租车|车多应答快|73|
|20|高德地图|优享型|妥妥E行|78|
|21|高德地图|优享型|优e出行特选|78|
|22|高德地图|优享型|及时用车|79|
|23|高德地图|优享型|斑马快跑|79|
|24|高德地图|优享型|东潮出行|79|
|25|高德地图|优享型|神州专车|80|
|26|高德地图|优享型|星徽出行|81|
|27|高德地图|轻享专车|静音不打扰 整洁无异味|88|
|28|高德地图|品质专车|静音不打扰 整洁无异味|97|
|29|高德地图|六座商务|宽敞空间 商务体验|108|
|30|高德地图|豪华型|车型高端 服务专业|114|
|31|高德地图|经济|首汽约车|129|
|32|高德地图|拼车|特惠快车|140|
|33|高德地图|特价出发|惊喜特价|155|
|34|高德地图|快速出发|无|169|
|35|高德地图|惠享专车|及时用车|188|
|36|高德地图|推荐|特惠快车|204|
|37|高德地图|推荐|极速拼车|207|
|38|高德地图|豪华型|undefined|131-132|",无,无|无,"[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": True, ""price_min"": 90, ""price_max"": 99, ""fast"": False}]",无,,无,舒适型车,无,无,无,,无,True,,True,90,,90,99,,99,1.132064581,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '优e出行特选'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '星徽出行'}, {'优享型': '神州专车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'拼车': '特惠快车'}, {'推荐': '极速拼车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': 'J刻出行'}, {'经济型': 'K9用车'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '奇华出行'}, {'经济型': '斑马快跑'}, {'经济型': '旅程出租'}, {'经济型': '日初出行'}, {'经济型': '易至出行'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '添猫出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,叫辆舒适型车去青山湖，控制在90到99元之间。
Qwen2.5-32B-Instruct,叫个舒适型的车去瘦西湖，不限价格。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|16-18|
|1|高德地图|     |特惠快车|19-19|
|2|高德地图|经济型|日初出行|19|
|3|高德地图|经济型|AA出行|19|
|4|高德地图|经济型|渔阳出行|20|
|5|高德地图|经济型|添猫出行|20|
|6|高德地图|经济型|旗妙出行|20|
|7|高德地图|经济型|如祺出行|21|
|8|高德地图|经济型|星徽出行|21|
|9|高德地图|经济型|全民GO|21|
|10|高德地图|经济型|飞嘀打车|21|
|11|高德地图|经济型|方舟行|22|
|12|高德地图|经济型|东潮出行|22|
|13|高德地图|经济型|橄榄新出租|22|
|14|高德地图|经济型|享道出行|22|
|15|高德地图|经济型|聚的新出租|23|
|16|高德地图|经济型|妥妥E行|23|
|17|高德地图|经济型|及时用车|23|
|18|高德地图|经济型|北京新出租|23|
|19|高德地图|经济型|奇华出行|23|
|20|高德地图|经济型|阳光出行|23|
|21|高德地图|经济型|中军出行|23|
|22|高德地图|特快车|超值体验 更快上车|24|
|23|高德地图|出租车|车多应答快|26|
|24|高德地图|优享型|妥妥E行|26|
|25|高德地图|优享型|风韵出行|26|
|26|高德地图|优享型|及时用车|26|
|27|高德地图|优享型|优e出行特选|27|
|28|高德地图|优享型|火箭出行|27|
|29|高德地图|优享型|斑马快跑|29|
|30|高德地图|优享型|东潮出行|30|
|31|高德地图|优享型|星徽出行|30|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|32|
|33|高德地图|品质专车|静音不打扰 整洁无异味|35|
|34|高德地图|六座商务|宽敞空间 商务体验|38|
|35|高德地图|豪华型|车型高端 服务专业|39|
|36|高德地图|经济|首汽约车|47|
|37|高德地图|拼车|特惠快车|50|
|38|高德地图|拼车|出租车拼车|52|
|39|高德地图|特价出发|惊喜特价|54|
|40|高德地图|快速出发|无|58|
|41|高德地图|惠享专车|精选车型 优质司机|65|
|42|高德地图|惠享专车|阳光出行|66|
|43|高德地图|推荐|特惠快车|72|
|44|高德地图|豪华型|undefined|61-65|",无,无|无,"[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,无,无,无,,无,False,,False,0,,0,0,,0,1.108976126,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '优e出行特选'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '星徽出行'}, {'优享型': '火箭出行'}, {'优享型': '风韵出行'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '精选车型 优质司机'}, {'惠享专车': '阳光出行'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': 'AA出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '北京新出租'}, {'经济型': '及时用车'}, {'经济型': '奇华出行'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '方舟行'}, {'经济型': '旗妙出行'}, {'经济型': '日初出行'}, {'经济型': '星徽出行'}, {'经济型': '橄榄新出租'}, {'经济型': '添猫出行'}, {'经济型': '渔阳出行'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,叫个舒适型的车去瘦西湖，不限价格。
Qwen2.5-32B-Instruct,叫辆舒适型车辆到西湖游船码头，预算控制在97元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|38-40|
|1|高德地图|     |特惠快车|42-44|
|2|高德地图|经济型|腾飞出行|47|
|3|高德地图|经济型|享道出行|47|
|4|高德地图|经济型|及时用车|47|
|5|高德地图|经济型|5U出行|47|
|6|高德地图|经济型|北京新出租|47|
|7|高德地图|经济型|AA出行|48|
|8|高德地图|经济型|K9用车|48|
|9|高德地图|经济型|飞嘀打车|48|
|10|高德地图|经济型|深圳出租|48|
|11|高德地图|经济型|900出行|48|
|12|高德地图|经济型|首汽约车|48|
|13|高德地图|经济型|斑马快跑|49|
|14|高德地图|经济型|阳光出行|49|
|15|高德地图|经济型|有序出行|50|
|16|高德地图|经济型|神州专车|50|
|17|高德地图|经济型|星徽出行|50|
|18|高德地图|经济型|国泰出租|51|
|19|高德地图|经济型|聚的新出租|51|
|20|高德地图|特快车|超值体验 更快上车|54|
|21|高德地图|出租车|车多应答快|61|
|22|高德地图|优享型|添猫出行|63|
|23|高德地图|优享型|全民GO|63|
|24|高德地图|优享型|风韵出行|63|
|25|高德地图|优享型|及时用车|64|
|26|高德地图|优享型|飞嘀打车|64|
|27|高德地图|优享型|首汽约车|67|
|28|高德地图|优享型|东潮出行|67|
|29|高德地图|优享型|中交出行|67|
|30|高德地图|轻享专车|静音不打扰 整洁无异味|74|
|31|高德地图|品质专车|静音不打扰 整洁无异味|79|
|32|高德地图|六座商务|宽敞空间 商务体验|88|
|33|高德地图|豪华型|车型高端 服务专业|96|
|34|高德地图|经济|首汽约车|104|
|35|高德地图|拼车|特惠快车|114|
|36|高德地图|拼车|出租车拼车|116|
|37|高德地图|特价出发|惊喜特价|126|
|38|高德地图|特价出发|更多特价|129|
|39|高德地图|快速出发|无|142|
|40|高德地图|惠享专车|精选车型 优质司机|152|
|41|高德地图|惠享专车|及时用车|154|
|42|高德地图|推荐|极速拼车|168|
|43|高德地图|推荐|推荐专车|170|
|44|高德地图|豪华型|undefined|115-119|",无,无|无,"[{""app"": ""无"", ""category"": ""舒适型车辆"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 97, ""fast"": False}]",无,,无,舒适型车辆,无,无,无,,无,True,,True,0,,0,97,,97,1.10687995,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '添猫出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'惠享专车': '精选车型 优质司机'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '5U出行'}, {'经济型': '900出行'}, {'经济型': 'AA出行'}, {'经济型': 'K9用车'}, {'经济型': '享道出行'}, {'经济型': '北京新出租'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '斑马快跑'}, {'经济型': '星徽出行'}, {'经济型': '有序出行'}, {'经济型': '深圳出租'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,叫辆舒适型车辆到西湖游船码头，预算控制在97元以内。
Qwen2.5-32B-Instruct,叫辆舒适型的车前往莫愁湖，预算控制在百元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|25.94|
|1|滴滴|推荐|特惠快车|26.62|
|2|滴滴|推荐|滴滴快车|27.18|
|3|滴滴|推荐|特快出租车|28.59|
|4|滴滴|推荐|滴滴特快|29.52|
|5|滴滴|拼车|特价拼车|22.44-24.18|
|6|滴滴|拼车|极速拼车|24.94-26.58|
|7|滴滴|特价|花小猪外接版|32.88|
|8|滴滴|特价|惊喜特价|38.53|
|9|滴滴|快速|曹操出行|42.84|
|10|滴滴|快速|出租车|42.89|
|11|滴滴|快速|滴滴轻享|43.10|
|12|滴滴|快速|滴滴特快|44.43|
|13|滴滴|快速|滴滴优享|45.18|
|14|滴滴|快速|滴滴快车|45.38|
|15|滴滴|快速|宽敞好车|45.90|
|16|滴滴|快速|方舟行|47.25|
