model,query,appname,车辆候选列表,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案,是否存在价格,price_min,正确答案,价格下限,price_max,正确答案,价格下限,think_time,问题,备注,标注人
Qwen2.5-32B-Instruct,打车去福田站，选15-22元之间的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|13.2-21.0|
|1||特惠快车|15.5-20|
|2|经济型|曹操出行|14|
|3|经济型|如祺出行|16|
|4|经济型|中交出行|16|
|5|经济型|东潮出行|17|
|6|经济型|神州专车|17|
|7|经济型|妥妥E行|18|
|8|经济型|全民GO|18|
|9|经济型|5U出行|19|
|10|经济型|及时用车|19|
|11|经济型|T3出行|19|
|12|经济型|飞嘀打车|20|
|13|经济型|享道出行|20|
|14|经济型|斑马快跑|21|
|15|经济型|首汽约车|21|
|16|经济型|阳光出行|22|
|17|经济型|中军出行|23|
|18|经济型|聚的新出租|25|
|19|经济型|深圳出租|25|
|20|特快车|undefined|27|
|21|出租车|undefined||
|22|优享型|曹操出行|19|
|23|优享型|中交出行|19|
|24|优享型|飞嘀打车|21|
|25|优享型|神州专车|21|
|26|优享型|东潮出行|21|
|27|优享型|T3出行|21|
|28|优享型|妥妥E行|22|
|29|优享型|全民GO|22|
|30|优享型|及时用车|22|
|31|优享型|首汽约车|23|
|32|优享型|斑马快跑|25|
|33|轻享专车|undefined|24-29|
|34|六座商务|undefined|41-53|
|35|豪华型|undefined|47-55|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 15, ""price_max"": 22, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,15,,15,22,,22,1.08372736,,,王笑
Qwen2.5-32B-Instruct,打车去深圳大学，选36-43元之间的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|22.5-34.0|
|1||特惠快车|27.5-30.7|
|2|经济型|5U出行|29|
|3|经济型|神州专车|30|
|4|经济型|斑马快跑|31|
|5|经济型|如祺出行|31|
|6|经济型|飞嘀打车|31|
|7|经济型|中交出行|31|
|8|经济型|中军出行|31|
|9|经济型|曹操出行|31|
|10|经济型|东潮出行|31|
|11|经济型|妥妥E行|31|
|12|经济型|全民GO|31|
|13|经济型|及时用车|33|
|14|经济型|享道出行|36|
|15|经济型|T3出行|37|
|16|经济型|阳光出行|40|
|17|经济型|聚的新出租|55|
|18|经济型|深圳出租|55|
|19|特快车|undefined|48|
|20|出租车|undefined||
|21|惠享专车|undefined|43-48|
|22|优享型|中交出行|35|
|23|优享型|东潮出行|37|
|24|优享型|神州专车|37|
|25|优享型|享道出行|38|
|26|优享型|飞嘀打车|39|
|27|优享型|妥妥E行|40|
|28|优享型|全民GO|40|
|29|优享型|曹操出行|41|
|30|优享型|斑马快跑|42|
|31|优享型|及时用车|42|
|32|优享型|T3出行|42|
|33|优享型|首汽约车|48|
|34|优享型|阳光出行|48|
|35|轻享专车|undefined|46-64|
|36|六座商务|undefined|86-97|
|37|豪华型|undefined|96-104|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 36, ""price_max"": 43, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,36,,36,43,,43,1.079464197,,,王笑
Qwen2.5-32B-Instruct,打车去梅村，选30元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|10.1-16.0|
|1||特惠快车|11.8-14.8|
|2|经济型|聚的新出租|11|
|3|经济型|深圳出租|11|
|4|经济型|中交出行|12|
|5|经济型|T3出行|13|
|6|经济型|神州专车|13|
|7|经济型|曹操出行|13|
|8|经济型|及时用车|14|
|9|经济型|全民GO|14|
|10|经济型|妥妥E行|14|
|11|经济型|如祺出行|14|
|12|经济型|5U出行|14|
|13|经济型|东潮出行|14|
|14|经济型|享道出行|15|
|15|经济型|首汽约车|15|
|16|经济型|斑马快跑|16|
|17|经济型|飞嘀打车|16|
|18|经济型|阳光出行|17|
|19|经济型|中军出行|23|
|20|特快车|undefined|19|
|21|出租车|undefined||
|22|优享型|中交出行|13|
|23|优享型|T3出行|14|
|24|优享型|神州专车|15|
|25|优享型|东潮出行|15|
|26|优享型|及时用车|15|
|27|优享型|全民GO|15|
|28|优享型|妥妥E行|15|
|29|优享型|曹操出行|15|
|30|优享型|飞嘀打车|17|
|31|优享型|阳光出行|19|
|32|优享型|斑马快跑|22|
|33|轻享专车|undefined|15-29|
|34|六座商务|undefined|25-34|
|35|豪华型|undefined|30-39|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 30, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,30,,30,100000,,100000,1.158915281,,,王笑
Qwen2.5-32B-Instruct,打车去白石龙，选40元以上的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|11.7-19.0|
|1||特惠快车|9.5-12.4|
|2|经济型|曹操出行|9|
|3|经济型|首汽约车|11|
|4|经济型|中交出行|11|
|5|经济型|如祺出行|11|
|6|经济型|5U出行|11|
|7|经济型|妥妥E行|11|
|8|经济型|全民GO|11|
|9|经济型|神州专车|11|
|10|经济型|T3出行|11|
|11|经济型|及时用车|11|
|12|经济型|东潮出行|13|
|13|经济型|享道出行|13|
|14|经济型|飞嘀打车|14|
|15|经济型|阳光出行|15|
|16|经济型|斑马快跑|15|
|17|经济型|中军出行|16|
|18|经济型|聚的新出租|19|
|19|经济型|深圳出租|19|
|20|特快车|undefined|19|
|21|出租车|undefined||
|22|惠享专车|undefined|12|
|23|优享型|中交出行|12|
|24|优享型|神州专车|13|
|25|优享型|全民GO|14|
|26|优享型|妥妥E行|14|
|27|优享型|及时用车|14|
|28|优享型|T3出行|14|
|29|优享型|飞嘀打车|15|
|30|优享型|首汽约车|15|
|31|优享型|阳光出行|17|
|32|优享型|曹操出行|20|
|33|轻享专车|undefined|16-27|
|34|六座商务|undefined|28-43|
|35|豪华型|undefined|34-44|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 40, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,40,,40,100000,,100000,1.153215885,,,王笑
Qwen2.5-32B-Instruct,打车去福田CBD，选30元以内的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|13.0-20.0|
|1||特惠快车|15.5-20.9|
|2|经济型|曹操出行|15|
|3|经济型|T3出行|15|
|4|经济型|中交出行|17|
|5|经济型|东潮出行|17|
|6|经济型|神州专车|17|
|7|经济型|妥妥E行|18|
|8|经济型|如祺出行|19|
|9|经济型|及时用车|19|
|10|经济型|5U出行|19|
|11|经济型|全民GO|19|
|12|经济型|飞嘀打车|19|
|13|经济型|享道出行|20|
|14|经济型|斑马快跑|20|
|15|经济型|首汽约车|21|
|16|经济型|阳光出行|21|
|17|经济型|中军出行|23|
|18|经济型|聚的新出租|24|
|19|经济型|深圳出租|24|
|20|特快车|undefined|27|
|21|出租车|undefined||
|22|惠享专车|undefined|21|
|23|优享型|中交出行|19|
|24|优享型|飞嘀打车|20|
|25|优享型|神州专车|21|
|26|优享型|东潮出行|21|
|27|优享型|T3出行|21|
|28|优享型|曹操出行|21|
|29|优享型|妥妥E行|21|
|30|优享型|全民GO|22|
|31|优享型|及时用车|22|
|32|优享型|首汽约车|23|
|33|优享型|斑马快跑|25|
|34|轻享专车|undefined|24-33|
|35|六座商务|undefined|41-51|
|36|豪华型|undefined|47-55|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,0,,0,30,,30,1.081731796,,,王笑
Qwen2.5-32B-Instruct,打车从动物园到国际会展中心，选98元以内的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||||
|1||||
|2|经济型|5U出行|60|
|3|经济型|中军出行|62|
|4|经济型|享道出行|63|
|5|经济型|斑马快跑|63|
|6|经济型|东潮出行|63|
|7|经济型|神州专车|63|
|8|经济型|中交出行|64|
|9|经济型|全民GO|65|
|10|经济型|妥妥E行|66|
|11|经济型|及时用车|67|
|12|经济型|曹操出行|69|
|13|经济型|飞嘀打车|72|
|14|经济型|T3出行|78|
|15|经济型|阳光出行|84|
|21|优享型|享道出行|74|
|22|优享型|中交出行|75|
|23|优享型|东潮出行|76|
|24|优享型|神州专车|76|
|25|优享型|飞嘀打车|78|
|26|优享型|妥妥E行|83|
|27|优享型|全民GO|84|
|29|优享型|及时用车|88|
|30|优享型|曹操出行|88|
|31|优享型|T3出行|90|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 98, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,0,,0,98,,98,1.093239784,,,王笑
Qwen2.5-32B-Instruct,打车去阿里中心，选最贵的,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|24.5-37.0|
|1||特惠快车|25.5-35|
|2|经济型|T3出行|28|
|3|经济型|飞嘀打车|28|
|4|经济型|中军出行|28|
|5|经济型|斑马快跑|28|
|6|经济型|5U出行|29|
|7|经济型|东潮出行|29|
|8|经济型|神州专车|29|
|9|经济型|中交出行|29|
|10|经济型|妥妥E行|30|
|11|经济型|如祺出行|31|
|12|经济型|曹操出行|31|
|13|经济型|及时用车|31|
|14|经济型|享道出行|32|
|15|经济型|全民GO|32|
|16|经济型|首汽约车|37|
|17|经济型|阳光出行|43|
|18|经济型|聚的新出租|59|
|19|经济型|深圳出租|59|
|20|特快车|undefined|45|
|21|出租车|undefined||
|22|惠享专车|undefined|45-51|
|23|优享型|享道出行|34|
|24|优享型|中交出行|34|
|25|优享型|神州专车|36|
|26|优享型|东潮出行|36|
|27|优享型|斑马快跑|38|
|28|优享型|全民GO|39|
|29|优享型|飞嘀打车|39|
|30|优享型|妥妥E行|40|
|31|优享型|及时用车|41|
|32|优享型|首汽约车|45|
|33|优享型|T3出行|46|
|34|优享型|曹操出行|46|
|35|优享型|阳光出行|52|
|36|六座商务|undefined|90-115|
|37|豪华型|undefined|101-108|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": -1, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,0,,0,-1,,-1,1.060050249,,,王笑
Qwen2.5-32B-Instruct,打车去卓越后海，选最便宜的,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|23.4-35.0|
|1||特惠快车|24.5-28.8|
|2|经济型|T3出行|26|
|3|经济型|飞嘀打车|26|
|4|经济型|中军出行|26|
|5|经济型|神州专车|26|
|6|经济型|5U出行|27|
|7|经济型|斑马快跑|27|
|8|经济型|东潮出行|27|
|9|经济型|中交出行|27|
|10|经济型|如祺出行|29|
|11|经济型|曹操出行|29|
|12|经济型|及时用车|29|
|13|经济型|妥妥E行|29|
|14|经济型|全民GO|29|
|15|经济型|享道出行|30|
|16|经济型|首汽约车|35|
|17|经济型|阳光出行|40|
|18|经济型|聚的新出租|55|
|19|经济型|深圳出租|55|
|20|特快车|undefined|42|
|21|出租车|undefined||
|22|惠享专车|undefined|42-48|
|23|优享型|享道出行|32|
|24|优享型|中交出行|32|
|25|优享型|神州专车|34|
|26|优享型|东潮出行|34|
|27|优享型|斑马快跑|36|
|28|优享型|全民GO|37|
|29|优享型|飞嘀打车|37|
|30|优享型|妥妥E行|37|
|31|优享型|及时用车|39|
|32|优享型|首汽约车|42|
|33|优享型|T3出行|43|
|34|优享型|曹操出行|44|
|35|优享型|阳光出行|48|
|36|轻享专车|undefined|43|
|37|六座商务|undefined|85-109|
|38|豪华型|undefined|96-103|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,无,,无,TRUE,,TRUE,-1,,-1,0,,0,1.048596144,,,王笑
Qwen2.5-32B-Instruct,打车去深圳北站，只打经济车,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|18.2-27.0|
|1||特惠快车|17.5-22.5|
|2|经济型|曹操出行|19|
|3|经济型|飞嘀打车|19|
|4|经济型|中交出行|19|
|5|经济型|T3出行|20|
|6|经济型|东潮出行|20|
|7|经济型|神州专车|20|
|8|经济型|5U出行|20|
|9|经济型|如祺出行|21|
|10|经济型|及时用车|21|
|11|经济型|斑马快跑|21|
|12|经济型|妥妥E行|21|
|13|经济型|全民GO|21|
|14|经济型|中军出行|22|
|15|经济型|享道出行|23|
|16|经济型|首汽约车|24|
|17|经济型|阳光出行|29|
|18|经济型|聚的新出租|40|
|19|经济型|深圳出租|40|
|20|特快车|undefined|31|
|21|出租车|undefined||
|22|惠享专车|undefined|29-30|
|23|优享型|中交出行|23|
|24|优享型|神州专车|25|
|25|优享型|东潮出行|25|
|26|优享型|飞嘀打车|26|
|27|优享型|全民GO|27|
|28|优享型|斑马快跑|27|
|29|优享型|妥妥E行|27|
|30|优享型|及时用车|28|
|31|优享型|曹操出行|30|
|32|优享型|首汽约车|30|
|33|优享型|T3出行|31|
|34|优享型|阳光出行|35|
|35|轻享专车|undefined|31|
|36|六座商务|undefined|60-78|
|37|豪华型|undefined|69-77|","[{""app"": ""无"", ""category"": ""经济车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,经济车,经济型,经济型,无,特惠快车,特惠快车,FALSE,,FALSE,0,,0,0,,0,1.068170547,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑
Qwen2.5-32B-Instruct,打车去世界之窗，只打优享车,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|19.5-29.0|
|1||特惠快车|19.5-24.8|
|2|经济型|曹操出行|18|
|3|经济型|飞嘀打车|21|
|4|经济型|中交出行|21|
|5|经济型|5U出行|22|
|6|经济型|斑马快跑|22|
|7|经济型|东潮出行|22|
|8|经济型|神州专车|22|
|9|经济型|如祺出行|23|
|10|经济型|及时用车|23|
|11|经济型|T3出行|23|
|12|经济型|妥妥E行|23|
|13|经济型|全民GO|23|
|14|经济型|享道出行|24|
|15|经济型|首汽约车|27|
|16|经济型|阳光出行|32|
|17|经济型|聚的新出租|42|
|18|经济型|深圳出租|42|
|19|特快车|undefined|34|
|20|出租车|undefined||
|21|惠享专车|undefined|32-33|
|22|优享型|享道出行|25|
|23|优享型|中交出行|26|
|24|优享型|神州专车|27|
|25|优享型|东潮出行|27|
|26|优享型|全民GO|29|
|27|优享型|飞嘀打车|29|
|28|优享型|斑马快跑|29|
|29|优享型|妥妥E行|30|
|30|优享型|及时用车|30|
|31|优享型|曹操出行|33|
|32|优享型|首汽约车|33|
|33|优享型|T3出行|34|
|34|优享型|阳光出行|38|
|35|轻享专车|undefined|34|
|36|六座商务|undefined|66-84|
|37|豪华型|undefined|76-84|","[{""app"": ""无"", ""category"": ""优享车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,优享车,优享型,优享型,无,,无,FALSE,,FALSE,0,,0,0,,0,1.078627348,直接命中车大类关键字但answer中没有或错误,,王笑
Qwen2.5-32B-Instruct,打车去梅村，选择出租车和优享车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|10.1-16.0|
|1||特惠快车|6.5-10.4|
|2|经济型|聚的新出租|7|
|3|经济型|深圳出租|7|
|4|经济型|T3出行|7|
|5|经济型|及时用车|8|
|6|经济型|中交出行|8|
|7|经济型|神州专车|9|
|8|经济型|曹操出行|10|
|9|经济型|全民GO|10|
|10|经济型|妥妥E行|10|
|11|经济型|如祺出行|10|
|12|经济型|5U出行|10|
|13|经济型|东潮出行|10|
|14|经济型|阳光出行|10|
|15|经济型|享道出行|11|
|16|经济型|首汽约车|12|
|17|经济型|飞嘀打车|12|
|18|经济型|斑马快跑|12|
|19|经济型|中军出行|16|
|20|特快车|undefined|15|
|21|出租车|undefined||
|22|优享型|中交出行|9|
|23|优享型|T3出行|10|
|24|优享型|东潮出行|11|
|25|优享型|及时用车|11|
|26|优享型|全民GO|11|
|27|优享型|神州专车|11|
|28|优享型|阳光出行|12|
|29|优享型|曹操出行|12|
|30|优享型|飞嘀打车|13|
|31|轻享专车|undefined|10-13|
|32|六座商务|undefined|20-27|
|33|豪华型|undefined|26-33|","[{""app"": ""无"", ""category"": ""出租车, 优享车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"出租车, 优享车型",出租车，优享型,出租车，优享型,无,聚的新出租，深圳出租,聚的新出租，深圳出租,FALSE,,FALSE,0,,0,0,,0,1.132785082,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑
Qwen2.5-32B-Instruct,打车去先科花园，勾选推荐车、特快车、经济车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|10.2-16.0|
|1||特惠快车|7.8-10.4|
|2|经济型|聚的新出租|7|
|3|经济型|深圳出租|7|
|4|经济型|及时用车|8|
|5|经济型|中交出行|8|
|6|经济型|T3出行|8|
|7|经济型|神州专车|9|
|8|经济型|曹操出行|10|
|9|经济型|全民GO|10|
|10|经济型|妥妥E行|10|
|11|经济型|如祺出行|10|
|12|经济型|5U出行|10|
|13|经济型|东潮出行|10|
|14|经济型|阳光出行|10|
|15|经济型|享道出行|11|
|16|经济型|首汽约车|12|
|17|经济型|飞嘀打车|12|
|18|经济型|斑马快跑|12|
|19|经济型|中军出行|16|
|20|特快车|undefined|15|
|21|出租车|undefined||
|22|优享型|中交出行|9|
|23|优享型|T3出行|10|
|24|优享型|东潮出行|11|
|25|优享型|及时用车|11|
|26|优享型|全民GO|11|
|27|优享型|神州专车|11|
|28|优享型|妥妥E行|11|
|29|优享型|阳光出行|12|
|30|优享型|曹操出行|12|
|31|优享型|飞嘀打车|13|
|32|轻享专车|undefined|9-22|
|33|六座商务|undefined|18-26|
|34|豪华型|undefined|23-32|","[{""app"": ""无"", ""category"": ""推荐车, 特快车, 经济车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"推荐车, 特快车, 经济车型",经济型，特快车,经济型，特快车,无,极速拼车，特惠快车,极速拼车，特惠快车,FALSE,,FALSE,0,,0,0,,0,1.240931034,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑
Qwen2.5-32B-Instruct,打车去莲花山公园，选择专车车型和豪华车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|13.8-21.0|
|1||特惠快车|16.4-21|
|2|经济型|如祺出行|17|
|3|经济型|中交出行|18|
|4|经济型|曹操出行|18|
|5|经济型|东潮出行|18|
|6|经济型|神州专车|18|
|7|经济型|及时用车|20|
|8|经济型|5U出行|20|
|9|经济型|全民GO|20|
|10|经济型|妥妥E行|20|
|11|经济型|T3出行|20|
|12|经济型|飞嘀打车|20|
|13|经济型|享道出行|21|
|14|经济型|斑马快跑|21|
|15|经济型|首汽约车|22|
|16|经济型|阳光出行|22|
|17|经济型|中军出行|23|
|18|经济型|聚的新出租|26|
|19|经济型|深圳出租|26|
|20|特快车|undefined|28|
|21|出租车|undefined||
|22|优享型|中交出行|20|
|23|优享型|飞嘀打车|22|
|24|优享型|神州专车|22|
|25|优享型|东潮出行|22|
|26|优享型|T3出行|22|
|27|优享型|全民GO|23|
|28|优享型|及时用车|23|
|29|优享型|曹操出行|23|
|30|优享型|首汽约车|25|
|31|优享型|阳光出行|27|
|32|轻享专车|undefined|25|
|33|六座商务|undefined|44-53|
|34|豪华型|undefined|50-58|","[{""app"": ""无"", ""category"": ""专车车型, 豪华车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,"专车车型, 豪华车型",轻享专车，豪华型,轻享专车，豪华型,无,神州专车,神州专车,FALSE,,FALSE,0,,0,0,,0,1.163559198,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎
Qwen2.5-32B-Instruct,打车去深圳会展中心，车型选择飞嘀打车,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|13.0-21.0|
|1||特惠快车|10.9-14.5|
|2|经济型|曹操出行|12|
|3|经济型|中交出行|12|
|4|经济型|T3出行|12|
|5|经济型|及时用车|13|
|6|经济型|东潮出行|13|
|7|经济型|妥妥E行|13|
|8|经济型|神州专车|13|
|9|经济型|5U出行|13|
|10|经济型|首汽约车|14|
|11|经济型|如祺出行|14|
|12|经济型|飞嘀打车|15|
|13|经济型|全民GO|15|
|14|经济型|享道出行|16|
|15|经济型|中军出行|16|
|16|经济型|斑马快跑|16|
|17|经济型|阳光出行|19|
|18|经济型|聚的新出租|22|
|19|经济型|深圳出租|22|
|20|特快车|undefined|22|
|21|出租车|undefined||
|22|优享型|中交出行|15|
|23|优享型|神州专车|16|
|24|优享型|东潮出行|16|
|25|优享型|飞嘀打车|17|
|26|优享型|全民GO|17|
|27|优享型|妥妥E行|17|
|28|优享型|及时用车|17|
|29|优享型|T3出行|17|
|30|优享型|首汽约车|18|
|31|优享型|斑马快跑|20|
|32|优享型|曹操出行|21|
|33|优享型|阳光出行|23|
|34|轻享专车|undefined|20-24|
|35|六座商务|undefined|36-51|
|36|豪华型|undefined|43-51|","[{""app"": ""飞嘀打车"", ""category"": ""无"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",飞嘀打车,,飞嘀打车,无,,无,无,飞嘀打车,飞嘀打车,FALSE,,FALSE,0,,0,0,,0,1.114382029,直接命中车小类关键字但answer中没有或错误,,陆迎
Qwen2.5-32B-Instruct,打车去创业花园，车型选择中交出行,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|9.0-17.0|
|1||特惠快车|7.5-11.1|
|2|经济型|中交出行|8|
|3|经济型|曹操出行|9|
|4|经济型|5U出行|9|
|5|经济型|如祺出行|10|
|6|经济型|东潮出行|10|
|7|经济型|妥妥E行|10|
|8|经济型|全民GO|10|
|9|经济型|及时用车|10|
|10|经济型|神州专车|11|
|11|经济型|飞嘀打车|12|
|12|经济型|斑马快跑|12|
|13|经济型|T3出行|12|
|14|经济型|中军出行|12|
|15|经济型|享道出行|12|
|16|经济型|首汽约车|13|
|17|经济型|阳光出行|16|
|18|经济型|聚的新出租|21|
|19|经济型|深圳出租|21|
|20|特快车|undefined|18|
|21|出租车|undefined||
|22|优享型|中交出行|11|
|23|优享型|东潮出行|12|
|24|优享型|神州专车|12|
|25|优享型|全民GO|13|
|26|优享型|享道出行|13|
|27|优享型|飞嘀打车|13|
|28|优享型|妥妥E行|13|
|29|优享型|及时用车|14|
|30|优享型|T3出行|15|
|31|优享型|首汽约车|15|
|32|优享型|阳光出行|23|
|33|轻享专车|undefined|16-22|
|34|六座商务|undefined|34-46|
|35|豪华型|undefined|41|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""中交出行"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,中交出行,,中交出行,FALSE,,FALSE,0,,0,0,,0,1.09905982,,,陆迎
Qwen2.5-32B-Instruct,打车去到梅村，选上所有的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|5.2-11.0|
|1||特惠快车|2.8-5.4|
|2|经济型|聚的新出租|2|
|3|经济型|深圳出租|2|
|4|经济型|中交出行|3|
|5|经济型|及时用车|3|
|6|经济型|曹操出行|4|
|7|经济型|神州专车|5|
|8|经济型|全民GO|5|
|9|经济型|妥妥E行|5|
|10|经济型|如祺出行|5|
|11|经济型|5U出行|5|
|12|经济型|东潮出行|5|
|13|经济型|T3出行|6|
|14|经济型|阳光出行|6|
|15|经济型|享道出行|6|
|16|经济型|首汽约车|7|
|17|经济型|飞嘀打车|7|
|18|经济型|斑马快跑|7|
|19|特快车|undefined|10|
|20|出租车|undefined||
|21|优享型|中交出行|4|
|22|优享型|T3出行|5|
|23|优享型|东潮出行|6|
|24|优享型|及时用车|6|
|25|优享型|全民GO|6|
|26|优享型|神州专车|6|
|27|优享型|曹操出行|6|
|28|优享型|阳光出行|7|
|29|优享型|飞嘀打车|8|
|30|轻享专车|undefined|5|
|31|六座商务|undefined|15-22|
|32|豪华型|undefined|21|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,all,all,所有车型,all,all,FALSE,,FALSE,0,,0,0,,0,1.063739061,其他,所有车型是all,陆迎
Qwen2.5-32B-Instruct,打车去深圳北站，选上所有的车型,高德,"

|序号id|车型大类|车辆类型|价格|
|---|---|---|---|
|0||极速拼车|8.9-17.0|
|1||特惠快车|7.5-12.4|
|2|经济型|曹操出行|6|
|3|经济型|中交出行|8|
|4|经济型|如祺出行|9|
|5|经济型|东潮出行|10|
|6|经济型|妥妥E行|10|
|7|经济型|全民GO|10|
|8|经济型|及时用车|10|
|9|经济型|5U出行|10|
|10|经济型|T3出行|11|
|11|经济型|首汽约车|11|
|12|经济型|飞嘀打车|11|
|13|经济型|神州专车|11|
|14|经济型|斑马快跑|12|
|15|经济型|中军出行|12|
|16|经济型|享道出行|12|
|17|经济型|阳光出行|16|
|18|经济型|聚的新出租|21|
|19|经济型|深圳出租|21|
|20|特快车|undefined|18|
|21|出租车|undefined||
|22|优享型|中交出行|11|
|23|优享型|神州专车|12|
|24|优享型|东潮出行|13|
|25|优享型|飞嘀打车|13|
|26|优享型|享道出行|13|
|27|优享型|全民GO|13|
|28|优享型|妥妥E行|14|
|29|优享型|及时用车|14|
|30|优享型|T3出行|14|
|31|优享型|首汽约车|15|
|32|优享型|斑马快跑|16|
|33|优享型|曹操出行|18|
|34|优享型|阳光出行|23|
|35|轻享专车|undefined|16|
|36|六座商务|undefined|34-51|
|37|豪华型|undefined|42|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,all,all,所有车型,all,all,FALSE,,FALSE,0,,0,0,,0,1.075279713,其他,所有车型是all,陆迎
